source,sourceLabel,audience,tier,sheetGroup,name,id,rarity,faction,shipType,roleNote,requiresUniqueEquipment,row,column
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",나가토(META),M037,SSR,META,전함,준 최강 딜러,False,46,22
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",오와리,606,SSR,중앵,전함,준 최강 딜러,False,46,23
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",오미,706,SSR,중앵,전함,"개전 탄막
준 최강 딜러",False,46,24
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",후부키 (콜라보),Z105,SSR,섬란 카구라,전함,오와리 하위호환,False,46,26
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",컨스텔레이션,617,SSR,유니온,순전,오와리 하위호환,False,46,27
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",프린츠 루프레히트,P024,SSR,철혈,순전,딜 높음 + 탱 보조,False,46,28
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",인디애나,66,SSR,유니온,전함,딜 높음 + 탱 보조,False,46,29
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",BLACK★ROCK SHOOTER,Z121,SSR,블랙 록 슈터,순전,무난한 콜라보 전함,False,46,30
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",금빛 어둠,Z114,SSR,투러브,전함,무난한 콜라보 전함,False,46,31
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",이츠카 코토리,Z153,SSR,데어라,전함,무난한 콜라보 전함,False,46,31
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",모나크,P002,SSR,로열,전함,"안정적인 탄막
높은 공격력",True,46,32
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",파트리샤 아벨하임,Z093,SSR,라이자,전함,무난한 쫄팟 성능,False,46,34
main,메인해역,벽청년 이상,A,"전함 BB, 순전 BC",신죠 아카네,Z082,SSR,그리드맨,전함,무난한 쫄팟 성능,False,46,35
main,메인해역,벽청년 이상,A,잠수 SS,호무라,Z103,SSR,섬란 카구라,잠수,"대체 잠수함
U-552는 생존이슈로
메인해역에선 낮게 위치",False,46,36
main,메인해역,벽청년 이상,A,잠수 SS,U-552,695,SSR,철혈,잠수,"대체 잠수함
U-552는 생존이슈로
메인해역에선 낮게 위치",False,46,37
main,메인해역,벽청년 이상,B+,메인 힐러,노스캐롤라이나,63,SSR,유니온,전함,"힐하는 전함
13지 전열작",False,50,2
main,메인해역,벽청년 이상,B+,서브 힐러,요시노,Z154,SSR,데어라,경항모,소량힐,False,50,4
main,메인해역,벽청년 이상,B+,서브 힐러,유미아 리스펠트,Z131,SSR,라이자,경항모,소량힐,False,50,5
main,메인해역,벽청년 이상,B+,"항모 CV, 경항모 CVL",소류(META),M004,SSR,META,항모,폭격 특화 항모,False,50,6
main,메인해역,벽청년 이상,B+,"항모 CV, 경항모 CVL",치칼로프,P026,SSR,노스유니온,항모,폭격 특화 항모,False,50,7
main,메인해역,벽청년 이상,B+,"항모 CV, 경항모 CVL",알비온,570,SSR,로열,경항모,"보호막, 영국 시너지
4 폭격기",False,50,8
main,메인해역,벽청년 이상,B+,"항모 CV, 경항모 CVL",호넷(META),M045,SSR,META,항모,전열 보조 / 다중 폭격,False,50,10
main,메인해역,벽청년 이상,B+,"항모 CV, 경항모 CVL",부아 벨루,699,SSR,아이리스,경항모,"반장전, 쫄팟 특화",False,50,12
main,메인해역,벽청년 이상,B+,"항모 CV, 경항모 CVL",루나,Z068,SSR,DOAX VV,경항모,"반장전, 쫄팟 특화",False,50,13
main,메인해역,벽청년 이상,B+,"항모 CV, 경항모 CVL",타이콘데로가,511,SSR,유니온,항모,무난한 미항모,False,50,14
main,메인해역,벽청년 이상,B+,"항모 CV, 경항모 CVL",센토,356,SSR,로열,경항모,"무난하게 강한 딜
2 전투기",False,50,16
main,메인해역,벽청년 이상,B+,"항모 CV, 경항모 CVL",베아른(META),M033,SSR,META,항모,반장전 항모,False,50,18
main,메인해역,벽청년 이상,B+,"항모 CV, 경항모 CVL",임페로,540,SSR,사르데냐,항모,반장전 항모,False,50,19
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",마르코 폴로,P022,SSR,사르데냐,전함,상위권 전함,False,50,20
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",자이틀리츠,543,SSR,철혈,순전,상위권 전함,False,50,21
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",워싱턴,64,SSR,유니온,전함,탄막 전함,False,50,22
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",알비트,648,SSR,철혈,순전,탄막 전함,False,50,23
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",마세나,698,SSR,아이리스,순전,탄막 전함,False,50,23
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",퀸 엘리자베스(META),M019,SSR,META,전함,"균형잡힌
상위권 전함",False,50,24
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",카잔,685,SSR,노스유니온,전함,상위권 전함,False,50,26
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",건스웨이,664,SSR,템페스타,범선,상위권 전함,False,50,27
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",오딘,P016,SSR,철혈,순전,보스팟 특화,False,50,28
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",워스파이트,131,SSR,로열,전함,보스팟 특화,False,50,28
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",애리조나(META),M017,SSR,META,전함,보스팟 특화,False,50,29
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",아드미랄 젠커,694,SSR,철혈,순전,"포격, 명중 버퍼
딜 보조 버프",False,50,30
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",캔자스,P038,SSR,유니온,전함,"포격, 명중 버퍼
딜 보조 버프",False,50,31
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",콜로라도,60,SR,유니온,전함,빅 세븐 탄막,False,50,32
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",메릴랜드,61,SR,유니온,전함,빅 세븐 탄막,False,50,33
main,메인해역,벽청년 이상,B+,"전함 BB, 순전 BC",가스코뉴,P012,SSR,비시아,전함,수동 시 A+,False,50,34
main,메인해역,벽청년 이상,B,메인 힐러,애리조나,55,SR,유니온,전함,힐 전함 대체,False,54,2
main,메인해역,벽청년 이상,B,서브 힐러,호쇼,220,SR,중앵,경항모,후열 힐 항공 버퍼,False,54,4
main,메인해역,벽청년 이상,B,"항모 CV, 경항모 CVL",새러토가,74,SR,유니온,항모,폭격 범위딜,False,54,6
main,메인해역,벽청년 이상,B,"항모 CV, 경항모 CVL",테세우스,578,SSR,로열,경항모,중형/중갑 특화,False,54,8
main,메인해역,벽청년 이상,B,"항모 CV, 경항모 CVL",포미더블,147,SSR,로열,항모,중형/중갑 특화,True,54,9
main,메인해역,벽청년 이상,B,"항모 CV, 경항모 CVL",일러스트리어스(µ장비),480,SSR,로열,항모,각종 유틸,False,54,10
main,메인해역,벽청년 이상,B,"항모 CV, 경항모 CVL",아우구스트 폰 파르제팔,P021,SSR,철혈,항모,그럭저럭 강한 항모,False,54,12
main,메인해역,벽청년 이상,B,"항모 CV, 경항모 CVL",호넷Ⅱ,572,SSR,유니온,항모,그럭저럭 강한 항모,False,54,13
main,메인해역,벽청년 이상,B,"항모 CV, 경항모 CVL",히류(META),M001,SSR,META,항모,밸런스 잡힌 항모,False,54,14
main,메인해역,벽청년 이상,B,"항모 CV, 경항모 CVL",유미,Z104,SSR,섬란 카구라,항모,"그럭저럭 강한
금딱 콜라보 항모",False,54,16
main,메인해역,벽청년 이상,B,"항모 CV, 경항모 CVL",롱 아일랜드,70,R,유니온,경항모,"불안정 딜러
약한 몸",False,54,18
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",비토리오 베네토,500,SSR,사르데냐,전함,사르데냐 전함,False,54,20
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",로마,561,SSR,사르데냐,전함,사르데냐 전함,False,54,21
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",리펄스(META),M012,SSR,META,순전,경장갑 특화,False,54,22
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",브륀힐드,566,SSR,철혈,순전,경장갑 특화,False,54,23
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",히에이(META),M038,SSR,META,순전,부포 약함,False,54,24
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",플랑드르,P032,SSR,비시아,전함,부포 약함,False,54,25
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",리나운(META),M014,SSR,META,순전,보스 팟 특화,False,54,26
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",그나이제나우(META),M007,SSR,META,순전,보스 팟 특화,False,54,27
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",아마기,367,SSR,중앵,순전,15-2 발사대,False,54,28
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",앨라배마,401,SSR,유니온,전함,"안정적인 탱킹력
중형만 잘팸",True,54,30
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",넬슨,132,SR,로열,전함,확정 발동 탄막,False,54,32
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",후드,129,SSR,로열,순전,확정 발동 탄막,False,54,33
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",리슐리외,453,SSR,아이리스,전함,수동시 A,False,54,34
main,메인해역,벽청년 이상,B,"전함 BB, 순전 BC",클레망소,604,SSR,비시아,전함,수동시 A,False,54,35
operation-siren,대작전,벽청년 이상,SS,구축 DD,트라팔가,689,UR,로열,구축,"범용적으로 쓰기 좋은
공격/포격 보조",False,7,4
operation-siren,대작전,벽청년 이상,SS,구축 DD,엘드릿지,28,SSR,유니온,구축,"전열 탱 보조 1황
구축 탱커 1황",False,7,6
operation-siren,대작전,벽청년 이상,SS,구축 DD,Z52,670,UR,철혈,구축,만능 육각형,False,7,8
operation-siren,대작전,벽청년 이상,SS,구축 DD,윌리엄 D 포터,12,UR,유니온,구축,"만능 육각형
미항팟 지원",False,7,10
operation-siren,대작전,벽청년 이상,SS,경순 CL,헬레나,33,SR,유니온,경순,레이더 탐지,False,7,20
operation-siren,대작전,벽청년 이상,SS,경순 CL,플리머스,P023,UR,로열,경순,"경순 딜러 1황
기함 전함 딜버프",False,7,22
operation-siren,대작전,벽청년 이상,SS,경순 CL,오로라,118,SR,로열,경순,대 경장갑 필살기,False,7,24
operation-siren,대작전,벽청년 이상,SS,중순 / 대순 CA,모스크바,727,UR,노스유니온,중순,"딜/탱/지원탄막
꽉찬 육각형",False,7,36
operation-siren,대작전,벽청년 이상,SS,중순 / 대순 CA,드레이크,P014,UR,로열,중순,고출력 중순 표준,False,7,38
operation-siren,대작전,벽청년 이상,S+,구축 DD,모가도르,642,UR,비시아,구축,"알자스덱
3번 자리 딜러",False,11,2
operation-siren,대작전,벽청년 이상,S+,구축 DD,카자구모,517,SSR,중앵,구축,"생존 보장시
공습선도 1황",False,11,4
operation-siren,대작전,벽청년 이상,S+,경순 CL,차파예프,436,SSR,노스유니온,경순,구축함 상대,False,11,18
operation-siren,대작전,벽청년 이상,S+,경순 CL,벨파스트,115,SSR,로열,경순,"공방 지원 + 높은 딜
경장 특화",False,11,20
operation-siren,대작전,벽청년 이상,S+,중순 / 대순 CA,운젠,605,UR,중앵,중순,전열 딜러 2황,False,11,36
operation-siren,대작전,벽청년 이상,S+,중순 / 대순 CA,하우덴 리우,P042,UR,튤리퍼,중순,"대경장 보스전 딜러
쫄팟에도 쓰기 좋음",False,11,38
operation-siren,대작전,벽청년 이상,S,구축 DD,라피Ⅱ,615,UR,유니온,구축,"미항팟
탱 / 딜 / 유틸",False,15,2
operation-siren,대작전,벽청년 이상,S,구축 DD,안샨,253,SR,동황,구축,"경장 특화
쫄팟 특화",False,15,4
operation-siren,대작전,벽청년 이상,S,구축 DD,할포드,P033,SSR,유니온,구축,"15초 주기
포격 버프",False,15,6
operation-siren,대작전,벽청년 이상,S,경순 CL,시리우스,371,SSR,로열,경순,"항모 버퍼
죽어도 버프유지",False,15,18
operation-siren,대작전,벽청년 이상,S,경순 CL,모모 베리아 데빌룩,Z113,SSR,투러브,경순,"20초 주기
소환물 + 피해량버프",False,15,20
operation-siren,대작전,벽청년 이상,S,경순 CL,아브로라,262,SSR,노스유니온,경순,전열 화력 버프,False,15,22
operation-siren,대작전,벽청년 이상,S,경순 CL,와타라세,661,SSR,중앵,경순,최강 쫄팟 요원,False,15,32
operation-siren,대작전,벽청년 이상,S,경순 CL,슈퍼브,746,SSR,로열,경순,최강 쫄팟 요원2,False,15,34
operation-siren,대작전,벽청년 이상,S,중순 / 대순 CA,에기르,P020,UR,철혈,초순,보스 전용 탱커,False,15,36
operation-siren,대작전,벽청년 이상,S,중순 / 대순 CA,힌덴부르크,P031,UR,철혈,중순,전열 딜러 1황,False,15,38
operation-siren,대작전,벽청년 이상,S,중순 / 대순 CA,괌,616,UR,유니온,초순,"파갑, 대공, 탱킹",False,15,40
operation-siren,대작전,벽청년 이상,S,중순 / 대순 CA,위치타(META),M035,SSR,META,중순,유리대포 1황,False,15,42
operation-siren,대작전,벽청년 이상,S,중순 / 대순 CA,생 루이,P006,SSR,아이리스,중순,"알자스 덱
경장 딜러용",False,15,44
operation-siren,대작전,벽청년 이상,S,중순 / 대순 CA,이부키,P003,SSR,중앵,중순,쫄팟/단기전의 신,True,15,52
operation-siren,대작전,벽청년 이상,A+,구축 DD,타이위안,256,SR,동황,구축,높은 공격력 / 미구,False,19,2
operation-siren,대작전,벽청년 이상,A+,구축 DD,푸슌,254,SR,동황,구축,높은 공격력 / 미구,False,19,4
operation-siren,대작전,벽청년 이상,A+,구축 DD,펠릭스 슐츠,P030,SSR,철혈,구축,탱커 2황,False,19,6
operation-siren,대작전,벽청년 이상,A+,구축 DD,저비스,550,SSR,로열,구축,탱커 / 전열버프,False,19,8
operation-siren,대작전,벽청년 이상,A+,구축 DD,타슈켄트,433,SSR,노스유니온,구축,"북련팟 (나히모프)
감속셔틀",False,19,10
operation-siren,대작전,벽청년 이상,A+,구축 DD,브리스톨(META),M062,SSR,META,구축,"20초 주기 회피깍
--> 3공습팟에선 S급",False,19,12
operation-siren,대작전,벽청년 이상,A+,경순 CL,산타페,683,SSR,유니온,경순,"높은 공격력
조명탄",False,19,18
operation-siren,대작전,벽청년 이상,A+,경순 CL,바야르,P037,SSR,아이리스,경순,"5초 무적
준최상급 딜링",False,19,20
operation-siren,대작전,벽청년 이상,A+,경순 CL,하얼빈,P025,SSR,동황,경순,"쫄팟 딜러
연막탄",False,19,22
operation-siren,대작전,벽청년 이상,A+,경순 CL,키로프,435,SSR,노스유니온,경순,개전 공격 및 지원,True,19,24
operation-siren,대작전,벽청년 이상,A+,경순 CL,키로프(META),M028,SSR,META,경순,개전 공격 및 지원,False,19,25
operation-siren,대작전,벽청년 이상,A+,경순 CL,헬레나(META),M003,SSR,META,경순,15초 주기 보조,False,19,26
operation-siren,대작전,벽청년 이상,A+,경순 CL,타카하시,P044,SSR,중앵,경순,15초 주기 보조,False,19,27
operation-siren,대작전,벽청년 이상,A+,경순 CL,보로실로프,588,SSR,노스유니온,경순,후열 보조,False,19,28
operation-siren,대작전,벽청년 이상,A+,경순 CL,유키노,Z995,SSR,DOAX VV,경순,후열 보조,False,19,29
operation-siren,대작전,벽청년 이상,A+,경순 CL,드미트리 돈스코이,P041,SSR,노스유니온,경순,철갑탄 공증 지원,False,19,30
operation-siren,대작전,벽청년 이상,A+,경순 CL,노시로(µ장비),635,SSR,중앵,경순,"3번 자리 딜러
뇌격 버프",False,19,32
operation-siren,대작전,벽청년 이상,A+,경순 CL,토키사키 쿠루미,Z155,SSR,데어라,경순,불안정한 보조,False,19,34
operation-siren,대작전,벽청년 이상,A+,경순 CL,야마이 카구야 · 야마이 유즈루,Z156,SSR,데어라,경순,불안정한 보조,False,19,35
operation-siren,대작전,벽청년 이상,A+,중순 / 대순 CA,브레스트,P027,UR,아이리스,초순,"쫄팟용 탱커
알자스 팟 S+",False,19,36
operation-siren,대작전,벽청년 이상,A+,중순 / 대순 CA,나폴리,P035,UR,사르데냐,중순,존나 튼튼함,False,19,38
operation-siren,대작전,벽청년 이상,A+,중순 / 대순 CA,앵커리지,P018,SSR,유니온,중순,연막탄 탱킹 보조,False,19,40
operation-siren,대작전,벽청년 이상,A+,중순 / 대순 CA,피츠버그,655,SSR,유니온,중순,딜탱 다 잘함 + 파갑,False,19,42
operation-siren,대작전,벽청년 이상,A+,중순 / 대순 CA,야토가미 토카,Z151,SSR,데어라,중순,"기함보호
3번자리 딜러",False,19,44
operation-siren,대작전,벽청년 이상,A+,중순 / 대순 CA,A2,Z161,SSR,니어,중순,파갑 지원,False,19,46
operation-siren,대작전,벽청년 이상,A,구축 DD,창춘,255,SR,동황,구축,미구 / 북련 보조,False,23,2
operation-siren,대작전,벽청년 이상,A,구축 DD,유다치(META),M051,SSR,META,구축,3번 자리 딜러,False,23,4
operation-siren,대작전,벽청년 이상,A,구축 DD,유다치,164,SSR,중앵,구축,3번 자리 딜러,False,23,5
operation-siren,대작전,벽청년 이상,A,구축 DD,오라주,P046,SSR,아이리스,구축,3번 자리 뇌장딜러,False,23,6
operation-siren,대작전,벽청년 이상,A,구축 DD,비토리오 쿠니베르티,P040,SSR,사르데냐,구축,3번 자리 뇌장딜러,False,23,8
operation-siren,대작전,벽청년 이상,A,구축 DD,브리스톨,533,SSR,유니온,구축,"20초 주기
명중 버퍼",False,23,10
operation-siren,대작전,벽청년 이상,A,구축 DD,로데슈,653,SSR,비시아,구축,"알자스팟
3번 자리 딜러",False,23,12
operation-siren,대작전,벽청년 이상,A,구축 DD,후부키,151,SR,중앵,구축,"구축 버프
쓴다면 14지",True,23,14
operation-siren,대작전,벽청년 이상,A,구축 DD,허먼Ⅱ,576,SR,유니온,구축,"공습 선도
기타 유틸",False,23,16
operation-siren,대작전,벽청년 이상,A,구축 DD,클래런스 K 브론슨,718,SR,유니온,구축,"공습 선도
기타 유틸",False,23,16
operation-siren,대작전,벽청년 이상,A,구축 DD,스테판 포터,509,SR,유니온,구축,"공습 선도
기타 유틸",False,23,17
operation-siren,대작전,벽청년 이상,A,경순 CL,시만토,P029,SSR,중앵,경순,3번 자리 딜러,False,23,18
operation-siren,대작전,벽청년 이상,A,경순 CL,류 리온,Z142,SSR,던만추,경순,준최상급 딜러,False,23,20
operation-siren,대작전,벽청년 이상,A,경순 CL,리노,445,SSR,유니온,경순,준최상급 딜러,True,23,21
operation-siren,대작전,벽청년 이상,A,경순 CL,샌디에이고,36,SSR,유니온,경순,경순 딜러 2황,True,23,22
operation-siren,대작전,벽청년 이상,A,경순 CL,스킬라,584,SSR,로열,경순,전열 보조 대체제,False,23,24
operation-siren,대작전,벽청년 이상,A,경순 CL,스위프트슈어,393,SSR,로열,경순,전열 보조 대체제,False,23,25
operation-siren,대작전,벽청년 이상,A,경순 CL,파고,657,SSR,유니온,경순,"무난하게 좋은
프랑스 함순이들",False,23,26
operation-siren,대작전,벽청년 이상,A,경순 CL,기샹,603,SSR,아이리스,경순,"무난하게 좋은
프랑스 함순이들",False,23,27
operation-siren,대작전,벽청년 이상,A,경순 CL,잉 루이,493,SR,동황,경순,"2,3번 자리 딜러",False,23,28
operation-siren,대작전,벽청년 이상,A,경순 CL,차오 호,494,SR,동황,경순,"2,3번 자리 딜러",False,23,29
operation-siren,대작전,벽청년 이상,A,경순 CL,클리블랜드,37,SR,유니온,경순,"확률적 아군 전체
데미지 증가",False,23,30
operation-siren,대작전,벽청년 이상,A,경순 CL,2B,Z162,SSR,니어,경순,"순수 딜러
약간의 딜 보조",False,23,32
operation-siren,대작전,벽청년 이상,A,경순 CL,클리블랜드(META),M055,SSR,META,경순,대경장 딜러,False,23,34
operation-siren,대작전,벽청년 이상,A,경순 CL,레겐스부르크(META),M058,SSR,META,경순,약간의 보조,False,23,35
operation-siren,대작전,벽청년 이상,A,중순 / 대순 CA,크론시타트,539,UR,노스유니온,초순,"무난하게 좋음
타함대 지원탄막",False,23,36
operation-siren,대작전,벽청년 이상,A,중순 / 대순 CA,라라 사타린 데빌룩,Z111,SSR,투러브,중순,"튼튼한 서포터형
드레이크",False,23,38
operation-siren,대작전,벽청년 이상,A,중순 / 대순 CA,볼티모어,50,SSR,유니온,중순,"미항팟 항공 버퍼
무난한 탱킹",False,23,40
operation-siren,대작전,벽청년 이상,A,중순 / 대순 CA,노샘프턴Ⅱ,575,SSR,유니온,중순,미국 전열/항공 버퍼,False,23,42
operation-siren,대작전,벽청년 이상,A,중순 / 대순 CA,장우,725,SSR,동황,중순,"3번자리 딜러
스택형 보조",False,23,44
operation-siren,대작전,벽청년 이상,A,중순 / 대순 CA,프린츠 모리츠,737,SSR,철혈,중순,준수한 탱커 겸 딜러,False,23,46
operation-siren,대작전,벽청년 이상,A,중순 / 대순 CA,샌디,Z992,SSR,DOAX VV,중순,"3번 자리 딜러
약간의 유틸",False,23,48
operation-siren,대작전,벽청년 이상,A,중순 / 대순 CA,라임,710,SSR,템페스타,범선,대경장 딜탱,False,23,50
operation-siren,대작전,벽청년 이상,B+,구축 DD,시마카제,268,UR,중앵,구축,3번자리 구축딜러,False,27,2
operation-siren,대작전,벽청년 이상,B+,구축 DD,나나 아스타 데빌룩,Z112,SSR,투러브,구축,3번자리 구축딜러,False,27,4
operation-siren,대작전,벽청년 이상,B+,구축 DD,글로우웜,94,SR,로열,구축,3번자리 구축딜러,False,27,6
operation-siren,대작전,벽청년 이상,B+,구축 DD,카와카제(META),M049,SSR,META,구축,3번자리 구축딜러,False,27,8
operation-siren,대작전,벽청년 이상,B+,구축 DD,Z47,649,SSR,철혈,구축,3번자리 구축딜러,False,27,9
operation-siren,대작전,벽청년 이상,B+,구축 DD,오조르노이,728,SSR,노스유니온,구축,3번자리 구축딜러,False,27,10
operation-siren,대작전,벽청년 이상,B+,구축 DD,타슈켄트(µ장비),475,SSR,노스유니온,구축,"50초 지속
항공 딜 버프",False,27,12
operation-siren,대작전,벽청년 이상,B+,구축 DD,르 말랭,394,SSR,비시아,구축,전열 보조,False,27,14
operation-siren,대작전,벽청년 이상,B+,구축 DD,콜렛,749,SSR,유니온,구축,전열 보조,False,27,15
operation-siren,대작전,벽청년 이상,B+,구축 DD,아리아케,175,R,중앵,구축,보급형 공습 선도,False,27,16
operation-siren,대작전,벽청년 이상,B+,경순 CL,엠덴,547,SSR,철혈,경순,독일 포격 버프,False,27,18
operation-siren,대작전,벽청년 이상,B+,경순 CL,아마미 하루카,Z071,SSR,아이마스,경순,개전 공격 및 지원,False,27,20
operation-siren,대작전,벽청년 이상,B+,경순 CL,허마이오니,463,SSR,로열,경순,로열 시너지 필요함,True,27,22
operation-siren,대작전,벽청년 이상,B+,경순 CL,벨로나,551,SR,로열,경순,공습선도 + 대공,False,27,24
operation-siren,대작전,벽청년 이상,B+,경순 CL,컬루,373,R,로열,경순,공습선도 + 대공,False,27,25
operation-siren,대작전,벽청년 이상,B+,경순 CL,아스카,Z101,SSR,섬란 카구라,경순,,False,27,26
operation-siren,대작전,벽청년 이상,B+,경순 CL,잔 다르크,454,SSR,아이리스,경순,탱커 보조,False,27,28
operation-siren,대작전,벽청년 이상,B+,경순 CL,노시로,322,SSR,중앵,경순,"무난한 공격력
방뢰요원",True,27,30
operation-siren,대작전,벽청년 이상,B+,경순 CL,얏센,257,SR,동황,경순,"확고한 탱킹능력
낮은 딜 기여도",False,27,32
operation-siren,대작전,벽청년 이상,B+,경순 CL,닝하이,258,SR,동황,경순,"확고한 탱킹능력
낮은 딜 기여도",False,27,34
operation-siren,대작전,벽청년 이상,B+,경순 CL,핑하이,259,SR,동황,경순,"확고한 탱킹능력
낮은 딜 기여도",False,27,35
operation-siren,대작전,벽청년 이상,B+,중순 / 대순 CA,아즈마,P010,UR,중앵,초순,강력한 딜탱 중순 + 대순들,False,27,36
operation-siren,대작전,벽청년 이상,B+,중순 / 대순 CA,지엔우,674,SSR,동황,중순,강력한 딜탱 중순 + 대순들,False,27,38
operation-siren,대작전,벽청년 이상,B+,중순 / 대순 CA,프리드리히 카를,640,SSR,철혈,중순,강력한 딜탱 중순 + 대순들,False,27,40
operation-siren,대작전,벽청년 이상,B+,중순 / 대순 CA,셰르부르,743,SSR,아이리스,대순,강력한 딜탱 중순 + 대순들,False,27,42
operation-siren,대작전,벽청년 이상,B+,중순 / 대순 CA,론,P005,SSR,철혈,중순,강력한 딜탱 중순 + 대순들,True,27,44
operation-siren,대작전,벽청년 이상,B+,중순 / 대순 CA,폴라,489,SSR,사르데냐,중순,강력한 딜탱 중순 + 대순들,True,27,46
operation-siren,대작전,벽청년 이상,B+,중순 / 대순 CA,브렌누스,643,SSR,아이리스,중순,"강력한
딜탱",False,27,48
operation-siren,대작전,벽청년 이상,B+,중순 / 대순 CA,런던,119,SR,로열,중순,전열 보조,False,27,50
operation-siren,대작전,벽청년 이상,B+,중순 / 대순 CA,아드미랄 히퍼,242,SR,철혈,중순,"3번자리 딜러
약간의 유틸/실드",True,27,52
operation-siren,대작전,벽청년 이상,B,구축 DD,오토 폰 알벤슬레벤,590,SSR,철혈,구축,구축 탱커,False,31,2
operation-siren,대작전,벽청년 이상,B,구축 DD,유키카제,166,SSR,중앵,구축,구축 탱커,True,31,4
operation-siren,대작전,벽청년 이상,B,구축 DD,르 아르디,701,SSR,아이리스,구축,"전열 선봉
아이리스 요구",False,31,6
operation-siren,대작전,벽청년 이상,B,구축 DD,오그네보이,626,SSR,노스유니온,구축,전열 짤힐,False,31,8
operation-siren,대작전,벽청년 이상,B,구축 DD,유구레,176,R,중앵,구축,공습 선도 (쩌리),False,31,10
operation-siren,대작전,벽청년 이상,B,구축 DD,아덴트,83,R,로열,구축,공습 선도 (쩌리),False,31,11
operation-siren,대작전,벽청년 이상,B,구축 DD,헤이즐우드,365,R,유니온,구축,공습 선도 (쩌리),False,31,12
operation-siren,대작전,벽청년 이상,B,구축 DD,벤슨,18,R,유니온,구축,공습 선도 (쩌리),False,31,13
operation-siren,대작전,벽청년 이상,B,구축 DD,누비안,630,SSR,로열,구축,딜에 더 집중한 구축딜러,False,31,14
operation-siren,대작전,벽청년 이상,B,구축 DD,하츠즈키,607,SSR,중앵,구축,딜에 더 집중한 구축딜러,False,31,15
operation-siren,대작전,벽청년 이상,B,구축 DD,츠쿠시,Z993,SSR,DOAX VV,구축,딜에 더 집중한 구축딜러,False,31,15
operation-siren,대작전,벽청년 이상,B,구축 DD,아틸리오 레골로,596,SSR,사르데냐,구축,딜에 더 집중한 구축딜러,False,31,16
operation-siren,대작전,벽청년 이상,B,구축 DD,후지나미,723,SSR,중앵,구축,딜에 더 집중한 구축딜러,False,31,16
operation-siren,대작전,벽청년 이상,B,구축 DD,모리,10,SR,유니온,구축,딜에 더 집중한 구축딜러,False,31,17
operation-siren,대작전,벽청년 이상,B,구축 DD,와카츠키,567,SSR,중앵,구축,딜에 더 집중한 구축딜러,False,31,17
operation-siren,대작전,벽청년 이상,B,경순 CL,마르세예즈,598,SSR,비시아,경순,프랑스 보조,False,31,18
operation-siren,대작전,벽청년 이상,B,경순 CL,라이잘린 스타우트,Z091,SSR,라이자,경순,딜에 더 치중된 경순 딜러,False,31,22
operation-siren,대작전,벽청년 이상,B,경순 CL,쿠이비셰프,577,SSR,노스유니온,경순,딜에 더 치중된 경순 딜러,False,31,24
operation-siren,대작전,벽청년 이상,B,경순 CL,파먀티 메르쿠리야(META),M030,SSR,META,경순,딜에 더 치중된 경순 딜러,False,31,26
